datetime,dT_calc_mean_9km,dT_model_mean_9km,dGPP_calc_mean_9km,dGPP_model_mean_9km,dGPP_real_mean_9km,dRECO_calc_mean_9km,dRECO_model_mean_9km,dRECO_real_mean_9km,dT_calc_mean_54km,dT_model_mean_54km,dGPP_calc_mean_54km,dGPP_model_mean_54km,dGPP_real_mean_54km,dRECO_calc_mean_54km,dRECO_model_mean_54km,dRECO_real_mean_54km
2012-01-12 00:00:00,-0.9815776392263409,-6.083204154889282,0.0,0.0,0.0,-0.17468026765193884,-1.246391614181044,-1.3464669775584461,-1.4583733367881582,-5.420113844368326,0.0,0.0,0.0,-0.2500571890388464,-1.1074716804362128,-1.230336908660977
2012-01-12 01:00:00,-0.8957069539007197,-6.409922023715102,0.0,0.0,0.0,-0.1709703479126354,-1.31649336982831,-1.4370231035061254,-1.5824297264983826,-6.074486787182434,0.0,0.0,0.0,-0.2968835451411414,-1.2266440530606915,-1.3411554089194448
2012-01-12 02:00:00,-0.6863933232954748,-6.60142662035163,0.0,0.0,0.0,-0.11987025953605353,-1.342519897838746,-1.4795490155285835,-1.261618221811346,-5.920168490023227,0.0,0.0,0.0,-0.2185835495970686,-1.1908178591317073,-1.3341004681416826
2012-01-12 03:00:00,-0.6314551740813993,-6.711628965980367,0.0,0.0,0.0,-0.10864420692463153,-1.3828598986928424,-1.5354857086341493,-0.9738908320503055,-6.3527424413833256,0.0,0.0,0.0,-0.16754064846764122,-1.2980702038950693,-1.440839582646398
2012-01-12 04:00:00,-0.06871642128408771,-6.505748905547677,0.0,0.0,0.0,0.027022426774252768,-1.3609280678448141,-1.519261151664192,-0.7835904844362441,-6.335052908283391,0.0,0.0,0.0,-0.09837778210600374,-1.302530788915379,-1.4721452116166007
2012-01-12 05:00:00,-0.5300991784244603,-6.801058554235911,0.0,0.0,0.0,-0.06523696267811682,-1.3476702375925136,-1.5037083385309757,-0.9205761317763218,-7.931226331134175,0.0,0.0,0.0,-0.1314317263441078,-1.5515744111713918,-1.5561226958340693
2012-01-12 06:00:00,-0.3954643679532137,-6.688652838860358,0.0,0.0,0.0,-0.05299675612592664,-1.4006064543751113,-1.482097881686075,-1.251366622485703,-8.002956253161534,0.0,0.0,0.0,-0.18675914401319896,-1.6579607965346885,-1.6413322634408236
2012-01-12 07:00:00,-0.6142596086163385,-6.055593044958382,-0.0009140422781438409,-0.011459611619411612,-0.012940951058956271,-0.08831816729374735,-1.2586320687014427,-1.2823735592184418,-0.9082911534485992,-7.136503431532118,-0.004458864626730546,-0.015208218694368156,-0.01596696078556799,-0.11994143618236866,-1.4831156837462964,-1.4422837695506459
2012-01-12 08:00:00,-0.4473626498420341,-2.7089344635251584,-0.056857737647760406,-0.33348929174223846,-0.35250700435707116,-0.07916524960839827,-0.5948452668962694,-0.6204168888431555,-1.1877733749548598,-4.832013937143179,-0.15615687731723954,-0.6152329911087958,-0.5313408205885547,-0.22751475167632712,-1.0759493585272024,-0.9776982631580623
2012-01-12 09:00:00,-0.594453364833632,-0.9621099153361713,-0.10816333040940324,-0.17633278895508814,-0.17895687338836794,-0.10716274837601976,-0.2039759019539201,-0.2543696847744412,-1.67128501625457,-3.309346531006704,-0.3193554491863738,-0.6304784075236439,-0.38521289802631914,-0.3199664653105512,-0.7090545737982746,-0.6320868325255756
2012-01-12 10:00:00,-0.6361609776842937,-0.9092521166864029,-0.13464154258272296,-0.19317462061749505,-0.19731942960371568,-0.11455572921233886,-0.18766193578555457,-0.1853365286241919,-1.8355537584186425,-2.042284146012931,-0.3957676183488758,-0.4378430906754241,-0.2218816197345573,-0.33491682592621047,-0.4139406715295445,-0.30385487383096915
2012-01-12 11:00:00,-0.7364140243126279,-1.1117612370619043,-0.15322554604010033,-0.2463638256868939,-0.2635456279507167,-0.1342942136072965,-0.22456786095337694,-0.2093693205553286,-1.7420113490688918,-1.920289978757906,-0.3711231716142865,-0.42204357101364365,-0.2778066546284976,-0.31152267404953793,-0.3829725403509402,-0.30111831399138606
2012-01-12 12:00:00,-0.7696672482953237,-1.3757567562949473,-0.15304249657719413,-0.29908351234391894,-0.3451927812062596,-0.14153136274885517,-0.27722162126752425,-0.2773000415274979,-1.7010290679018547,-2.280294458916847,-0.33973918331978215,-0.48501772746601923,-0.3996227044733582,-0.3046947702009937,-0.45438694262617124,-0.4132204736446624
2012-01-12 13:00:00,-0.8211837068277328,-1.551613672100069,-0.15773348065975218,-0.32573123014205707,-0.4117868655981567,-0.1535298033253081,-0.31102884591085145,-0.3200446655007992,-1.7842573546289922,-2.703884193146846,-0.33867712906104425,-0.5602694462296467,-0.5147381675768496,-0.3242874027019317,-0.5338959903359869,-0.5038637908997758
2012-01-12 14:00:00,-0.7182480142698023,-1.6901933378916858,-0.12318991807467641,-0.3066302113941963,-0.3939234444981595,-0.132048761468094,-0.33053738754333395,-0.3465558859634236,-1.7669763789530453,-2.947224321780936,-0.2965820195711891,-0.5347165232661781,-0.48416257073438096,-0.31868365835791557,-0.573585276223261,-0.5392535800829751
2012-01-12 15:00:00,-0.5117589849191435,-2.399019624429471,-0.053851836309518245,-0.2671027903207602,-0.34485548937603244,-0.08913619119521816,-0.4669625487900239,-0.5044779680818229,-1.7414555541693657,-4.067982538682675,-0.15460474689012565,-0.4339897195826186,-0.40133770121156703,-0.29978205943036,-0.773901796851074,-0.720779114617341
2012-01-12 16:00:00,-0.560613294273869,-5.664722177781954,0.0,0.0,0.0,-0.10436484905386713,-1.1154490516316393,-1.2706267798775126,-0.9947471895371713,-6.989936809681781,0.0,0.0,0.0,-0.14630666597042508,-1.3712265045614629,-1.408503401880601
2012-01-12 17:00:00,-0.7148915857647384,-6.86212587147122,0.0,0.0,0.0,-0.15019441268592498,-1.3555197841985245,-1.6231917886121268,-0.738539652047385,-7.550974645766439,0.0,0.0,0.0,-0.1417926236230912,-1.4788132637286302,-1.7583982872588093
2012-01-12 18:00:00,-1.0233984990563838,-7.269412570529514,0.0,0.0,0.0,-0.19948381278550653,-1.4063053438375115,-1.6716254800585997,-0.9312695754947947,-7.963476790243121,0.0,0.0,0.0,-0.17411435254611574,-1.5451893220482749,-1.8422922504720405
2012-01-12 19:00:00,-0.8062986634600358,-7.2750192605801445,0.0,0.0,0.0,-0.16550673698107152,-1.4722056288231824,-1.6867904598636636,-0.6529918652028281,-7.470501225714809,0.0,0.0,0.0,-0.13235908948871636,-1.4988828798289475,-1.84349533545751
2012-01-12 20:00:00,-0.7059797542978083,-7.08255055211652,0.0,0.0,0.0,-0.15003275381265566,-1.4171968228167504,-1.5998326661968632,-0.47965381211676866,-7.1804542827463225,0.0,0.0,0.0,-0.10575740426566504,-1.432323081059772,-1.722857675488799
2012-01-12 21:00:00,-0.49089064091044554,-6.869928227147668,0.0,0.0,0.0,-0.10134580040907454,-1.3959031893949614,-1.5970644450283529,-0.10626160205630804,-6.797091426498934,0.0,0.0,0.0,-0.027502121796507715,-1.3654362146828356,-1.7038558973456541
2012-01-12 22:00:00,-0.36360201236057704,-6.889752717296104,0.0,0.0,0.0,-0.0724910567817857,-1.3898942659927798,-1.5783700970855081,-0.07602407835211086,-6.604081528527396,0.0,0.0,0.0,-0.00868724422585823,-1.3290180986005364,-1.658196319703395
2012-01-12 23:00:00,-0.37060204405242986,-6.312231628825776,0.0,0.0,0.0,-0.05988609310933563,-1.3115878150986044,-1.5201105816794336,-0.14213073103948945,-6.303667283216059,0.0,0.0,0.0,-0.006965406287262249,-1.3038384045663691,-1.6817106038178111
2012-02-22 00:00:00,-0.5050772857666015,-6.757323044996995,0.0,0.0,0.0,-0.10878173311158336,-1.5216536298810794,-1.4461073751631306,-1.768458146193932,-6.738349651468211,0.0,0.0,0.0,-0.36274842343989,-1.4897785102411192,-1.2635624664811587
2012-02-22 01:00:00,-0.6318720049858092,-7.683314514160156,0.0,0.0,0.0,-0.1050734797182955,-1.5460268173013507,-1.3850147163705078,-1.0813939070928664,-7.1583440871465776,0.0,0.0,0.0,-0.16263478303050394,-1.4726954613427268,-1.2397319450743867
2012-02-22 02:00:00,-0.6582386227269328,-7.725257135206653,0.0,0.0,0.0,-0.08614634537448913,-1.4673929891165032,-1.3680841676989794,-1.538957829875331,-7.272479641822077,0.0,0.0,0.0,-0.2272080037107413,-1.419963793995452,-1.3322245036726739
2012-02-22 03:00:00,-0.5037384381975447,-10.26507568359375,0.0,0.0,0.0,-0.08492128660884905,-1.9022083520944848,-1.7470322248807462,-2.63774622453962,-8.3575439453125,0.0,0.0,0.0,-0.42357285270142164,-1.4909513034800619,-1.56617765510207
2012-02-22 04:00:00,-1.1489056968688969,-8.916866302490234,0.0,0.0,0.0,-0.13647622487365066,-1.4236733394047416,-1.1145983516522107,-2.5896697597503664,-8.346988677978516,0.0,0.0,0.0,-0.3587288777536787,-1.4479018709458653,-1.003019749952802
2012-02-22 05:00:00,0.17054699325561526,-8.296638488769531,0.0,0.0,0.0,0.07917254849698407,-1.4519503459174388,-1.320061844227007,-2.100123987833659,-8.069961547851562,0.0,0.0,0.0,-0.32183672452064577,-1.4548630253449655,-1.2632004916198734
2012-02-22 06:00:00,-0.008847319319441539,-7.712311615815034,0.0,0.0,0.0,0.005293402840340448,-1.6803298078389814,-1.6376857677808274,-1.3727162302378062,-7.659257218644425,0.0,0.0,0.0,-0.273083907521123,-1.6505696095809765,-1.5146068970643987
2012-02-22 07:00:00,-0.23984705977744242,-5.537025938642786,-0.019843683150152117,-0.6018790806922133,-0.4957637960971235,-0.04614175990235786,-1.2205615552368985,-1.1879233480524953,-0.5702162220731695,-6.232745393793634,-0.06966911276510035,-0.6748692650774938,-0.5318402588928028,-0.09158180937063473,-1.361073169254267,-1.2618712348521461
2012-02-22 08:00:00,-0.025107128162576684,-3.2357271753176295,-0.00803523434848282,-0.5371393448320887,-0.556288752883273,-1.5302814002926797e-05,-0.7133354557701844,-0.73590784741564,-1.0830473890015573,-5.2538829764934505,-0.17283693704864275,-0.8315898864846022,-0.8667212005126881,-0.21593792430794903,-1.1515298611903173,-1.0746694438552413
2012-02-22 09:00:00,-0.10623921285967615,-0.9698962830660636,-0.03024511476702821,-0.1910840016585251,-0.21088018528440658,-0.014028581676619648,-0.21520531619133076,-0.33369123201032497,-2.058822140078391,-3.4890741012232476,-0.4320186689338007,-0.6966415983466201,-0.4170221239588067,-0.40539823667515695,-0.7316883716281448,-0.661121515933719
2012-02-22 10:00:00,-0.19514586554377916,-0.26555647750804356,-0.05408347723811232,-0.037430300004820956,-0.06475318960503143,-0.030543198229308358,-0.06448511925095404,-0.1205783066880276,-2.198767958860482,-3.363223995782633,-0.4714049307109159,-0.705783003842471,-0.3751443387834372,-0.4046237081176593,-0.6612167571289369,-0.5468671135323357
2012-02-22 11:00:00,-0.23567469177668604,-0.190804807445671,-0.06413560912047472,-0.02370761015135951,-0.04950697105912564,-0.036918041007424615,-0.05148018116535078,-0.10222700929294311,-2.2201060489806195,-3.0697436162577247,-0.48856211572048974,-0.6617696852498418,-0.37682343841009014,-0.4082376236627227,-0.5943607824860978,-0.5160777566295057
2012-02-22 12:00:00,-0.3378656144379051,-0.31808802124800956,-0.08540309404859255,-0.06337450142850429,-0.07957586568618888,-0.05427586383219462,-0.07487305399971231,-0.11769160804357438,-2.2801309091178195,-2.847600237627669,-0.503677456909032,-0.6199100928309923,-0.3582657765027341,-0.42453989937143105,-0.5512971946902246,-0.48769732513075253
2012-02-22 13:00:00,-0.32587377023493985,-0.49607980606403757,-0.08102520089473675,-0.10058916849627066,-0.1254248841751416,-0.051541194099400396,-0.11364340501647247,-0.17625702658188402,-2.1235187212007025,-2.689501549271906,-0.4585567752479057,-0.5671146755011759,-0.363181655738757,-0.3961306701545672,-0.5216466474584689,-0.5037533895672418
2012-02-22 14:00:00,-0.3773949350427381,-0.9174830210294654,-0.08199093549152044,-0.17541727180197145,-0.19202592563116205,-0.062413447098021685,-0.2048870992653434,-0.27183026989735126,-1.9278950641754942,-2.977780316748746,-0.3853472014068366,-0.580079759805381,-0.39886931047979585,-0.3577415072373155,-0.5872430135414767,-0.5936308833456401
